,url0,url1,url2,url3,click0,click1,click2,click3,orig0,click_orig0,name,Token,Guessed name,correct?,Guessed characteristics,correct?
133,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-049.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-049.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_01_cnn_0120___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_01_cnn_0120___part_000.m_gold_conll.html,cnn_01_cnn_0120___part_000.m_g,_DA_,,,a region or city in Palestine,y
251,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-049.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-049.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_01_cnn_0120___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_01_cnn_0120___part_000.m_gold_conll.html,cnn_01_cnn_0120___part_000.m_g,_DA_,,,location,y
64,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-065.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-065.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_03_cnn_0390___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_03_cnn_0390___part_000.m_gold_conll.html,cnn_03_cnn_0390___part_000.m_g,_GU_,,,a financial company,n
149,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-065.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-065.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_03_cnn_0390___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_cnn_03_cnn_0390___part_000.m_gold_conll.html,cnn_03_cnn_0390___part_000.m_g,_SHU_,,,a company,y
9,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-073.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-073.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-073.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-073.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,pri_00_pri_0030___part_000.m_g,_GEEK29_,,,probably the capital of Zimbabwe or another East African country,y
29,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-073.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-073.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-073.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-073.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,pri_00_pri_0030___part_000.m_g,_DUK76_ _XO71_,Robert Mugabe,y,,
40,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-073.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-073.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-073.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-073.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,pri_00_pri_0030___part_000.m_g,_MOOF71_,Zimbabwe,y,,
272,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-073.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-073.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,pri_00_pri_0030___part_000.m_g,_TROO46_,,,African city,y
285,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-073.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-073.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,pri_00_pri_0030___part_000.m_g,_ZE83_ _SHA_,,,political leader,y
303,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-073.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-073.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0030___part_000.m_gold_conll.html,pri_00_pri_0030___part_000.m_g,_THUP_,,,country,y
14,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_ZI5_,,,,
20,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_LING68_ _JO_,,,a Florida county,y
21,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_CHI39_,,,name of a day,y
24,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_FY73_,George W. Bush,y,,
62,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_FY73_,,,Republican Presidential Candidate,y
70,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-documents-for-name-annotation/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_LING68_ _JO_,,,political candidate,n
101,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_NIE_ _ME_,Al Gore,y,,
107,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_DIM68_,"Washington, D.C.",y,,
150,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_ZOO88_,Bush,y,,
169,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_ME_,Gore,y,,
175,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-name-quiz-documents/student2-2019-03-29-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_KOO_ _CIE_ _PHEE33_ _TO13_,,,"a court, possibly the Florida Supreme Court",y
204,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_NIE_ _ME_,,,politician,y
240,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_KOO_ _CIE_ _PHEE33_ _TO13_,,,a county,n
265,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_ME_,,,presidential candidate,y
286,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_RUX74_,,,,
308,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_DIM68_,,,location,y
310,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student1-name-quiz-documents/student1-2019-03-14-question-077.html,,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0070___part_000.m_gold_conll.html,pri_00_pri_0070___part_000.m_g,_SEEK_,,,,
25,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-078.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-078.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-078.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-078.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0090___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0090___part_000.m_gold_conll.html,pri_00_pri_0090___part_000.m_g,_DEE_ _SHOO26_,Al Gore,y,,
33,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-078.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-078.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-first-100-docs/student2-2019-03-29-question-078.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/data/annotations/documents/student2-2019-07-06/student2-2019-03-29-question-078.html,,,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0090___part_000.m_gold_conll.html,file:///Users/cumeo/Projects/spinoza/ulm-4/EvEn/output/conll-2012-transformed/orig/dev/bn_pri_00_pri_0090___part_000.m_gold_conll.html,pri_00_pri_0090___part_000.m_g,_DUK76_ _MO43_,President Clinton,y,,
